,id,parent,name,tag,typecode,biz_type,lng,lat,citycode,adcode,shopinfo,gridcode,navi_poiid,entrance_lng,entrance_lat,business_area,exit_lng,exit_lat,indoor_map,indoor_cpid,indoor_floor,indoor_truefloor,indoor_cmsid,biz_rating,biz_cost
381168,B0FFH0WDGH,,天天快递,,070500,,116.321303780771,39.936748263942704,10,110108,0,5916722610,,,,三里河,,,0,,,,,,
381174,B0FFH5P6UR,B0FFF8M2QO,菜鸟驿站(中关村南大街40号院物业维修室),,070500,,116.319221461213,39.9447838909745,10,110108,0,5916723610,,,,西直门,,,0,,,,,,
382263,B0FFG0ZWFI,B000A7XL2B,中航海丰国际物流(中关村南大街),,070500,,116.31899964468701,39.9472792110793,10,110108,0,5916723620,J50F001019_356657,,,西直门,,,0,,,,,,
382275,B0FFJGI4TK,B000A7YWD8,京东快递,,070500,,116.318497136118,39.9523139599213,10,110108,0,5916724512,,,,西直门,,,0,,,,,,
382285,B0FFK1SVG7,B000A7XL2B,北京华天元货运代理有限公司,,070500,,116.319089443733,39.947277041671796,10,110108,0,5916723620,,,,西直门,,,0,,,,,,
382292,B0FFIAF8TE,,蜂巢自提柜,,070500,,116.315612475028,39.952775340904005,10,110108,0,5916724512,,,,,,,0,,,,,,
382296,B0FFIMA4Z5,B0FFG736E0,丰巢快递柜,,070500,,116.315612475028,39.952775340904005,10,110108,0,5916724512,,,,,,,0,,,,,,
382303,B000A8W3XS,B000A7JHWP,中储物流在线有限责任公司,,070500,,116.317526135627,39.9456730472038,10,110108,0,5916723512,J50F001019_308393,,,白石桥,,,0,,,,,,
382310,B0FFKCHK3M,B000A7JHWP,圆通快递,,070500,,116.31683665026699,39.9457963337323,10,110108,0,5916723512,,,,白石桥,,,0,,,,,,
382317,B0FFI9F0IQ,,蜂巢智能快递柜,,070500,,116.316148018999,39.9470175711254,10,110108,0,5916723522,,,,白石桥,,,0,,,,,,
382376,B0FFGHAE3B,B0FFILHC8V,菜鸟驿站(全家魏公村一店),,070500,,116.315059642396,39.95314135260521,10,110108,0,5916724512,,,,,,,0,,,,,,
387453,B0FFHEURH1,B000A9E9DW,国美在线(双榆树配送站),,070500,,116.31581884797,39.97006227488,10,110108,0,5916726512,J50F001019_573603,,,双榆树,,,0,,,,,,
387530,B0FFFAI6GG,B000A95CZH,全一快递(双榆树北路),,070500,,116.32205865926399,39.9717964407591,10,110108,0,5916726620,J50F001019_335188,,,双榆树,,,0,,,,,,
387535,B0FFG8F2Y2,B000A95CZH,如风达快递,,070500,,116.321822206526,39.9717098945746,10,110108,0,5916726620,,,,双榆树,,,0,,,,,,
387751,B000A80XQS,B0FFH14U5W,开瑞国际货运有限公司(北京分公司),,070500,,116.317029829805,39.964827222102606,10,110108,0,5916725522,,,,北下关,,,0,,,,,3.0,
387792,B0FFFSXT74,B000A7AFF1,顺丰速运(双安商场),,070500,,116.31977569766899,39.964808053598105,10,110108,0,5916725620,,,,北下关,,,1,B000A7AFF1,1.0,1F,GD0000020210101069_B0FFFSXT74,,
387802,B0FFIALICT,,丰巢自提柜,,070500,,116.32396891113599,39.967038982355795,10,110108,0,5916726601,,,,双榆树,,,0,,,,,,
390828,B0FFIA7VAS,,圆通网点,,070500,,116.3151465733,39.976042285096895,10,110108,0,5916727502,,,,,,,0,,,,,,
390915,B0FFGHAE3Y,B000A9E3Z9,菜鸟驿站(知春里小区自胜自强书店),,070500,,116.31875300450399,39.9726576740578,10,110108,0,5916726522,,,,双榆树,,,0,,,,,,
393070,B000A7XO0F,B000A9NTPZ,最惠物流(科学院南路),,070500,,116.31822589379,39.982899254779,10,110108,0,5916728502,J50F001019_40639,,,,,,0,,,,,3.0,
393074,B000A87H45,,德邦(中关村保福寺桥店),,070500,,116.32279443928302,39.9840815431235,10,110108,0,5916728600,J50F001019_302469,,,五道口,,,0,,,,,1.2,
393080,B0FFHLF3PW,,中铁物流集团,,070500,,116.315479553384,39.9862882519807,10,110108,0,5916728512,,,,,,,0,,,,,,
393086,B0FFIDNBKO,B0FFILD6F8,蜂巢自提柜,,070500,,116.32299463426399,39.9868530475291,10,110108,0,5916728610,,,,五道口,,,0,,,,,,
393090,B0FFGDKVJC,B000A80XUC,中外运敦豪国际快递高校服务中心,,070500,,116.32060094764799,39.9877605673584,10,110108,0,5916728620,,,,五道口,,,0,,,,,,
393094,B0FFIK3EKC,B000A7Q89L,丰巢快递柜,,070500,,116.31915581141399,39.9829075016208,10,110108,0,5916728600,,,,,,,0,,,,,3.5,
393119,B0FFIVW7LM,B000A9NL70,格格快递柜,,070500,,116.32144786567899,39.9890839036785,10,110108,0,5916728620,,,,五道口,,,0,,,,,,
393126,B000A85H46,,中关村航空货运代理,,070500,,116.31444679562401,39.9864471585171,10,110108,0,5916728511,J50F001019_278746,,,,,,0,,,,,3.0,
394389,B0FFHEZZ2B,,菜鸟驿站(清华大学新林楼南),,070500,,116.31842714044599,39.9932514491936,10,110108,0,5916729512,J50F001019_577445,,,,,,0,,,,,,
394406,B0FFG39SJL,B000A816R6,北京大学运输中心,,070500,,116.31393226930099,39.9915938948016,10,110108,0,5916729501,,,,,,,0,,,,,,
394411,B0FFF42ZK5,,城市100(清华店),,070500,,116.317583432192,39.9979388374345,10,110108,0,5916729522,J50F001019_505302,,,,,,0,,,,,3.0,
394420,B0FFJJ5NUO,,天邦隆国际货运代理有限公司136库,,070500,,116.31851013286699,39.991838351904796,10,110108,0,5916729502,,,,,,,0,,,,,,
396084,B0FFFFBKLV,,圆通速递,,070500,,116.320839388678,40.0117160875118,10,110108,0,6016021610,,,,,,,0,,,,,,
396086,B0FFFF6O4E,,京东商城货物自提点,,070500,,116.321100835772,40.0114116045199,10,110108,0,6016021610,,,,,,,0,,,,,3.0,
396089,B0FFHQMZVM,,菜鸟驿站(清华大学紫荆十四号楼后),,070500,,116.32110076969101,40.0119365810641,10,110108,0,6016021610,,,,,,,0,,,,,,
396093,B0FFFAIZZ2,B000A9NM3J,中外运敦豪(清华服务站点),,070500,,116.323799854515,40.0101895126025,10,110108,0,6016021611,K50F048019_292619,,,,,,0,,,,,3.5,
396094,B0FFIKE98R,,菜鸟驿站(清华大学紫荆十四号楼后),,070500,,116.32204652249901,40.012755744517705,10,110108,0,6016021620,,,,,,,0,,,,,,
396097,B0FFF38MX0,B000A7BD6C,清华大学学生区快递服务点,,070500,,116.32088527964198,40.0117579984788,10,110108,0,6016021610,K50F048019_286630,,,,,,0,,,,,,
396100,B0FFGPZR8V,,菜鸟驿站(收货宝0674颐清园店),,070500,,116.316867595007,40.017205327205296,10,110108,0,6016022502,,,,,,,0,,,,,,
396354,B0FFGIGUMH,B000A81I2U,北京体育大学校园快递服务厅,,070500,,116.31753956854999,40.0214358715257,10,110108,0,6016022522,K50F048019_315474,,,上地,,,0,,,,,,
396355,B0FFGHBF59,,永嘉易站,,070500,,116.31724823946699,40.0212544262496,10,110108,0,6016022522,,,,上地,,,0,,,,,,
396622,B0FFHOY7K1,B000A8XA0K,菜鸟驿站(仁和超市),,070500,,116.31807288018999,40.0333222932873,10,110108,0,6016024502,,,,清河,,,0,,,,,,
396626,B0FFIL19LM,,丰巢快递柜,,070500,,116.318883025244,40.033656750713895,10,110108,0,6016024600,,,,清河,,,0,,,,,,
396628,B0FFIPCUL7,,安能快递,,070500,,116.321603563801,40.0283128589622,10,110108,0,6016023610,,,,清河,,,0,,,,,,
396647,B0FFG8UOLY,,中通快递(北京清河公司),,070500,,116.32331585651501,40.0268356652644,10,110108,0,6016023611,K50F048019_283182;308349,,,清河,,,0,,,,,,
396661,B0FFJ3R3YH,,德邦快递(北京中关村双清路营业部),,070500,,116.318683283736,40.027230444120605,10,110108,0,6016023512,,,,清河,,,0,,,,,,
397246,B0FFF9UWE5,B000A9EG9F,北京京建运输中心,,070500,,116.32490585667801,40.03765208455821,10,110108,0,6016024621,K50F048019_287937,,,清河,,,0,,,,,,
397251,B0FFILEV9C,B000A9EG9F,菜鸟驿站(清上园店),,070500,,116.32409870665,40.0376216314366,10,110108,0,6016024621,,,,清河,,,0,,,,,,
397256,B0FFIK45D9,B0FFG4VLR8,E栈快递柜,,070500,,116.31611919968799,40.0414055369718,10,110108,0,6016025502,,,,清河,,,0,,,,,,
397261,B0FFJ36PEL,B000A9QK62,丰巢自提柜,,070500,,116.323670776253,40.03689148728861,10,110108,0,6016024611,,,,清河,,,0,,,,,,
397272,B0FFJOZZKY,,菜鸟快递柜,,070500,,116.323785241585,40.03905415726889,10,110108,0,6016024621,,,,清河,,,0,,,,,,
397292,B0FFH9CGCG,B0FFG4PR93,菜鸟驿站,,070500,,116.31659888976299,40.0354519487231,10,110108,0,6016024512,,,,清河,,,0,,,,,,
398099,B0FFK7ZEB3,B000A9NZM9,北京圆通快递有限公司,,070500,,116.32080994041901,40.0474773821085,10,110108,0,6016025620,,,,清河,,,0,,,,,,
398110,B0FFFAH2DA,,德邦物流(西三旗营业部),,070500,,116.32417990636101,40.0503917960641,10,110108,0,6016026601,K50F048019_292648,,,清河,,,0,,,,,,
398120,B0FFHOKO3D,B0FFILD6TX,顺丰速运(西三旗桥营业点),,070500,,116.320037072364,40.044415012736394,10,110108,0,6016025610,,,,清河,,,0,,,,,3.0,
398141,B0FFKB80CJ,,菜鸟驿站,,070500,,116.313989375793,40.0453362755829,10,110108,0,6016025511,,,,清河,,,0,,,,,,
398159,B0FFGYM5FK,,菜鸟驿站(上第moma东门1号楼底商102室彩票),,070500,,116.313990373243,40.0453392735845,10,110108,0,6016025511,,,,清河,,,0,,,,,,
398160,B0FFKEJ0ZV,,丰巢,,070500,,116.32358998414699,40.0525248056454,10,110108,0,6016026611,,,,清河,,,0,,,,,,
399043,B0FFJBXSUB,,菜鸟快递柜,,070500,,116.316847475166,40.0581412546265,10,110114,0,6016027502,,,,西三旗,,,0,,,,,,
399048,B0FFI133H3,,京东智学苑站,,070500,,116.31402950691201,40.059458410672896,10,110114,0,6016027501,,,,西三旗,,,0,,,,,,
399049,B0FFI8ELGO,,北京恒通安达物流,,070500,,116.314253969807,40.059835974679,10,110114,0,6016027511,,,,西三旗,,,0,,,,,,
399051,B0FFJMQKWX,B000A9NWSW,蜂巢快递柜,,070500,,116.32108780158998,40.0594251808043,10,110114,0,6016027600,,,,西三旗,,,0,,,,,,
399096,B0FFIMWC0E,B0FFH95S0U,魔方快递柜,,070500,,116.32353866392599,40.0559827079209,10,110114,0,6016026621,,,,西三旗,,,0,,,,,,
400237,B0FFGI1HYO,B0FFF8RK9Z,京东送货点,,070500,,116.315103243817,40.066704992252795,10,110114,0,6016028502,,,,回龙观,,,0,,,,,,
400255,B0FFJC0LPD,,东京快递,,070500,,116.315034380418,40.066820112837796,10,110114,0,6016028502,,,,回龙观,,,0,,,,,,
400309,B0FFK7Z2DL,,中邮速递易快递,,070500,,116.324546491808,40.0707488938336,10,110114,0,6016028611,,,,回龙观,,,0,,,,,,
400331,B0FFJO1UCY,B000A9ED3I,菜鸟快递柜,,070500,,116.32413843048,40.070707677497396,10,110114,0,6016028611,,,,回龙观,,,0,,,,,,
401317,B0FFIP6G11,B000A8VW3S,蜂巢快递,,070500,,116.318474602269,40.0759161085864,10,110114,0,6016029502,,,,回龙观,,,0,,,,,,
401371,B0FFIUUJ41,,菜鸟驿站,,070500,,116.318530920001,40.072405228238395,10,110114,0,6016028522,,,,回龙观,,,0,,,,,,
401385,B0FFIAFBU8,B000A9NN67,中集E栈自提柜,,070500,,116.32446795767,40.076386683076294,10,110114,0,6016029601,,,,回龙观,,,0,,,,,,
401405,B0FFK18M1U,B000A9E732,中集E栈,,070500,,116.316928412279,40.073050195916295,10,110114,0,6016028522,,,,回龙观,,,0,,,,,,
401422,B0FFG8GHWM,,派速魔方自助快递,,070500,,116.31931997308996,40.073800650449,10,110114,0,6016029600,,,,回龙观,,,0,,,,,,
401427,B0FFI73RXM,,丰巢自提柜,,070500,,116.323954746474,40.0794264649091,10,110114,0,6016029621,,,,回龙观,,,0,,,,,,
401451,B0FFGQ05LQ,,菜鸟驿站(收货宝2206龙泽苑东区店),,070500,,116.319348172171,40.0717247294245,10,110114,0,6016028620,,,,回龙观,,,0,,,,,,
401474,B0FFIPQAH1,,菜鸟驿站(沁园春景底商8号沁园社区超市),,070500,,116.32508147576799,40.0769944682681,10,110114,0,6016029611,,,,回龙观,,,0,,,,,,
401489,B0FFIHDNB1,,回龙观老年家政驿站,,070500,,116.320472538054,40.080420034451606,10,110114,0,6016029620,,,,回龙观,,,0,,,,,,
402505,B0FFGIJ8AN,,菜鸟驿站(风雅园一区店),,070500,,116.31610093438499,40.08342305592861,10,110114,0,6016120502,,,,回龙观,,,0,,,,,,
402506,B0FFK7W6IU,,菜鸟快递,,070500,,116.317202488501,40.083451995738,10,110114,0,6016120502,,,,回龙观,,,0,,,,,,
402515,B0FFKG2J6T,,妈妈驿站,,070500,,116.32392427398099,40.083707234236,10,110114,0,6016120601,,,,回龙观,,,0,,,,,,
402532,B0FFHTW186,,菜鸟驿站(任我在线超市91号店),,070500,,116.313644528566,40.0817657162343,10,110114,0,6016029521,,,,回龙观,,,0,,,,,,
402971,B0FFGWGMU5,,楚立强货运,,070500,,116.322569346896,40.0917482571941,10,110114,0,6016121600,,,,回龙观,,,0,,,,,,
402972,B0FFFCQL8O,B000A7VS0K,北京农学院大学科技园东区圆通代办点,,070500,,116.31386570742599,40.092372566725295,10,110114,0,6016121501,K50F047019_133997,,,回龙观,,,0,,,,,,
402977,B0FFJIQGFZ,,鹏玲商贸中心一次性配送,,070500,,116.314550094493,40.0933152357469,10,110114,0,6016121511,,,,回龙观,,,0,,,,,,
403078,B0FFHRKMC2,,菜鸟驿站(朱辛庄北区店),,070500,,116.315279089361,40.1044360434785,10,110114,0,6016122522,,,,回龙观,,,0,,,,,3.0,
403327,B0FFGE0CYH,,中通快递,,070500,,116.321334262969,40.12245614968071,10,110114,0,6016124620,,,,沙河,,,0,,,,,3.0,10.0
403328,B0FFH9RJ8H,,韵达快递,,070500,,116.32025057791,40.1235481102339,10,110114,0,6016124620,K50F047019_360807,,,沙河,,,0,,,,,5.0,
403336,B0FFINHE4T,,天天快递,,070500,,116.319527945809,40.1256152927472,10,110114,0,6016125600,K50F047019_360797,,,沙河,,,0,,,,,,
403636,B0FFJO649W,,中通快递北京昌平二部,,070500,,116.315471351681,40.146414886585,10,110114,0,6016127522,,,,百善,,,0,,,,,,
403772,B0FFG69NAB,,德邦(顺沙路店),,070500,,116.316216936194,40.1682510777245,10,110114,0,6016220512,K50F046019_4906,,,百善,,,0,,,,,,
403778,B0FFFQ5XU3,,顺丰速运(昌平区顺沙路营业厅),,070500,,116.313705451543,40.1682557291799,10,110114,0,6016220511,K50F046019_5172,,,百善,,,0,,,,,5.0,20.0
403785,B0FFF5DO11,B0FFFCTONY,北京物通达货运公司,,070500,,116.31639989293801,40.1653970719078,10,110114,0,6016220502,K50F047019_137520,,,百善,,,0,,,,,,
404939,B0FFGZZK9O,,北京瑞丰速递服务有限公司,,070500,,116.326232555139,39.673112729059795,10,110115,0,5916420621,,,,,,,0,,,,,,
404991,B0FFF5EHB1,,联盛全十(北京)物流有限公司,,070500,,116.328554922253,39.67572783774921,10,110115,0,5916421602,J50F004019_256002,,,,,,0,,,,,,
405096,B0FFGX4VEZ,,远成快运,,070500,,116.33112324500601,39.690176611062,10,110115,0,5916422622,,,,,,,0,,,,,,
405097,B0FFJCMVVC,,展亿翔物流,,070500,,116.33223962630301,39.6907083922773,10,110115,0,5916423700,,,,,,,0,,,,,,
405098,B0FFJGM80W,,蒋氏物流,,070500,,116.33223962630301,39.6907083922773,10,110115,0,5916423700,,,,,,,0,,,,,,
405099,B0FFJHVKE2,,京南物流服务中心,,070500,,116.333576615339,39.6903778886418,10,110115,0,5916423700,,,,,,,0,,,,,,
405100,B0FFJKIIEK,,北京胡强货运,,070500,,116.32872666964799,39.6906521349469,10,110115,0,5916423602,,,,,,,0,,,,,,
405101,B0FFF5EIK3,,中建一局集团物流有限公司,,070500,,116.329624658771,39.6902984658371,10,110115,0,5916422622,,,,,,,0,,,,,3.0,
405102,B0FFHKE2ZF,,百利威物流一分公司,,070500,,116.33516908929899,39.689578979183295,10,110115,0,5916422720,,,,,,,0,,,,,3.0,
405103,B0FFHVRVGH,,北京达永顺物流有限公司,,070500,,116.327069679692,39.68888158759261,10,110115,0,5916422621,,,,,,,0,,,,,,
405105,B0FFF58XPY,B000A83XJ0,京铁物流中心(黄村营业部),,070500,,116.33267353773998,39.6914884434722,10,110115,0,5916423700,J50F004019_237796,,,,,,0,,,,,3.5,
405107,B0FFJH8CP7,,河北钢铁集团,,070500,,116.32680311853599,39.6902478888261,10,110115,0,5916422621,,,,,,,0,,,,,3.8,
405109,B0FFIYHVD3,,鑫成顺达物流,,070500,,116.32560796535601,39.6892943277505,10,110115,0,5916422621,,,,,,,0,,,,,,
405110,B0FFH8ZPXR,,佳吉快运,,070500,,116.326995577695,39.6910593953141,10,110115,0,5916423601,,,,,,,0,,,,,,
405194,B000A7REFF,,中铁吉盛物流北京行包基地,,070500,,116.332784314999,39.699258071334704,10,110115,0,5916424700,,,,,,,0,,,,,,
405196,B0FFI9NZNC,,好来运速递(北京分公司),,070500,,116.33528279699101,39.6978575160281,10,110115,0,5916423720,,,,,,,0,,,,,,
405197,B0FFG8VTQF,,北京金隅国际物流园有限公司,,070500,,116.326747345951,39.697470908546,10,110115,0,5916423621,J50F004019_237829,,,,,,0,,,,,,
405199,B000A9VA24,,中铁吉盛,,070500,,116.333213243766,39.691984336963394,10,110115,0,5916423700,J50F004019_191504,,,,,,0,,,,,,
405207,B0FFHD4ABM,,中铁快运股份有限公司(北京物流中心),,070500,,116.33332696982401,39.6921001022587,10,110115,0,5916423700,,,,,,,0,,,,,,
405309,B000A8XH3P,,金泰物流,,070500,,116.331026363349,39.7070333210434,10,110115,0,5916425602,J50F004019_190522,,,,,,0,,,,,,
405310,B0FFG8VTDE,,北京鹳巢亿搬货运,,070500,,116.33192163823799,39.7044489718949,10,110115,0,5916424720,J50F004019_248712,,,,,,0,,,,,,
405312,B000A8XHH5,,联发物流(北京总代理),,070500,,116.32997656670099,39.7086301105495,10,110115,0,5916425602,J50F004019_190527,,,,,,0,,,,,,
405314,B0FFHF68RP,B0FFG4LSV6,顺丰速运,,070500,,116.325345417248,39.7065262910046,10,110115,0,5916424621,,,,,,,0,,,,,,
406083,B0FFK87B3U,,中通快递,,070500,,116.33406185473,39.727633783059,10,110115,0,5916427710,,,,兴丰,,,0,,,,,,
406126,B0FFID5NOG,,妈妈驿站,,070500,,116.33558438683501,39.72765688463471,10,110115,0,5916427711,J50F004019_279424,,,兴丰,,,0,,,,,,
406149,B0FFGCRR90,B000A7PRL2,EMS全球邮政特快专递(奥凯网格站),,070500,,116.32878003391001,39.7268329948678,10,110115,0,5916427612,,,,兴丰,,,0,,,,,1.9,
408305,B0FFJ5AAAZ,B0FFGUENVV,丰巢自提柜,,070500,,116.331480952018,39.7340239281175,10,110115,0,5916428700,,,,兴丰,,,0,,,,,,
408382,B0FFI21TJU,,申通快递,,070500,,116.32692129142201,39.7348085807479,10,110115,0,5916428601,,,,兴丰,,,0,,,,,,
408389,B0FFH5QE4L,,菜鸟驿站(黄村镇兴丰家园6号楼四单元105韵达快递),,070500,,116.333642129363,39.7330929095604,10,110115,0,5916428700,,,,兴丰,,,0,,,,,,
408400,B0FFKIRNQG,B0FFG4L38U,菜鸟驿站(北京时代龙河西门店),,070500,,116.334752361806,39.73498856549929,10,110115,0,5916428710,,,,兴丰,,,0,,,,,,
408414,B0FFH95V4U,,礼贤益农乡村货栈社区配送,,070500,,116.328973334203,39.7368993920277,10,110115,0,5916428612,,,,兴丰,,,0,,,,,3.5,
408448,B0FFIA7VEV,B0FFG4LOQ3,蜂巢快递柜,,070500,,116.33470115012699,39.7296183184278,10,110115,0,5916427720,,,,兴丰,,,0,,,,,,
408506,B0FFHA4ILP,B000A8X8B2,活水顺达物流,,070500,,116.33664090453699,39.7283437972915,10,110115,0,5916427711,,,,兴丰,,,0,,,,,,
410124,B0FFKDY6CC,,妈妈驿站,,070500,,116.32931787730601,39.7422451050309,10,110115,0,5916429602,,,,兴丰,,,0,,,,,,
410127,B0FFH5PZUV,B000A9QGAL,菜鸟物流,,070500,,116.329343822638,39.742207059628,10,110115,0,5916429602,,,,兴丰,,,0,,,,,,
410137,B0FFH88TTL,,海皇快递,,070500,,116.33099079017299,39.74429366196971,10,110115,0,5916429612,J50F004019_273729,,,兴丰,,,0,,,,,,
410153,B0FFIXNSXC,B000A9QGAL,菜鸟驿站(清源西里小区5号楼底商社区彩票站),,070500,,116.32941963478201,39.7423209010313,10,110115,0,5916429602,,,,兴丰,,,0,,,,,,
410173,B0FFIVW93U,B0FFI9PWQW,丰巢快递柜,,070500,,116.334935521877,39.7383698146822,10,110115,0,5916428720,,,,兴丰,,,0,,,,,,
410196,B0FFHNWJ6H,,菜鸟驿站(报刊亭90021102600069),,070500,,116.335579483591,39.7429560579914,10,110115,0,5916429701,,,,兴丰,,,0,,,,,,
410208,B0FFILEMEQ,B0FFI9PWQW,E栈快递柜,,070500,,116.33493552200198,39.7383688147998,10,110115,0,5916428720,,,,兴丰,,,0,,,,,,
410253,B0FFH5QCBF,,菜鸟驿站(滨河坊2号楼彩票投注点),,070500,,116.33680748752899,39.7446395400625,10,110115,0,5916429711,,,,滨河,,,0,,,,,,
411642,B0FFHNYU3U,,菜鸟驿站(报刊亭90048102600053),,070500,,116.32962199321399,39.7517464564027,10,110115,0,5916520612,,,,兴丰,,,0,,,,,,
411687,B0FFKF8NRW,,摩西管家(北京大兴区彩虹新城店),,070500,,116.330858677694,39.7476125408547,10,110115,0,5916429622,,,,兴丰,,,0,,,,,,
411709,B0FFIA7VPM,B0FFFCPNZG,社区驿站E栈自提柜,,070500,,116.33150234815099,39.7464614366686,10,110115,0,5916429720,,,,兴丰,,,0,,,,,,
411741,B0FFI7S28D,B0FFGBC62I,E栈快递柜,,070500,,116.336456476921,39.751073486258704,10,110115,0,5916520701,,,,滨河,,,0,,,,,,
411752,B0FFHNWJ6E,,菜鸟驿站(鑫建商店102600062),,070500,,116.335399284779,39.7478158501056,10,110115,0,5916429720,,,,滨河,,,0,,,,,,
411763,B0FFH5QCC9,B0FFFCQUYB,菜鸟驿站(滨河坊12号楼3单元103广告设计),,070500,,116.334890376,39.748346757964896,10,110115,0,5916429720,,,,滨河,,,0,,,,,,
411783,B0FFIMXR3R,B0FFHQ2W2V,丰巢智能快递柜,,070500,,116.325297568575,39.7462743600428,10,110115,0,5916429621,,,,清源,,,0,,,,,,
411795,B0FFI5DR0F,,蜂巢快递柜,,070500,,116.325305447622,39.747099252316,10,110115,0,5916429621,,,,清源,,,0,,,,,,
411797,B0FFIKDWEM,,菜鸟驿站(滨河街3号北师大附中南鑫建商店),,070500,,116.335818366486,39.74754508513721,10,110115,0,5916429721,,,,滨河,,,0,,,,,,
413113,B0FFH89AAE,,小张装饰材料配送中心,,070500,,116.326799347938,39.7606079332811,10,110115,0,5916521611,,,,滨河,,,0,,,,,,
413129,B0FFIWQ36M,B000A8XENZ,发普通物流,,070500,,116.33404328641599,39.756492486294896,10,110115,0,5916520720,,,,滨河,,,0,,,,,,
413173,B0FFI73W2M,,丰巢自提柜,,070500,,116.326372044524,39.7628515228301,10,110115,0,5916521621,,,,清源,,,0,,,,,,
413187,B0FFI7B4UG,B0FFF8M45L,蜂巢快递柜,,070500,,116.333235262936,39.7634243084416,10,110115,0,5916521720,,,,清源,,,0,,,,,,
413241,B0FFGZZSRG,B0FFG4PRBG,丰巢储物柜,,070500,,116.326384868516,39.7640253789891,10,110115,0,5916521621,,,,清源,,,0,,,,,,
413316,B000AA4AZA,B000A8XENZ,网速物流公司,,070500,,116.334030325488,39.7564165190452,10,110115,0,5916520720,,,,滨河,,,0,,,,,,
414321,B0FFI07KQC,,鑫利达物流有限公司,,070500,,116.329847940602,39.7720139436281,10,110115,0,5916522622,,,,兴丰,,,0,,,,,,
414322,B0FFI03ZEV,,兴达物流有限公司,,070500,,116.329847940602,39.7720139436281,10,110115,0,5916522622,,,,兴丰,,,0,,,,,,
414323,B0FFI07FWD,,远峰物流有限公司,,070500,,116.329847940602,39.7720139436281,10,110115,0,5916522622,,,,兴丰,,,0,,,,,,
414324,B0FFI057IH,,众合物流有限公司,,070500,,116.329847940602,39.7720139436281,10,110115,0,5916522622,,,,兴丰,,,0,,,,,,
414325,B0FFK9MA2S,B0FFHGK27N,京东郁花园自提柜,,070500,,116.32841312174999,39.7648674013358,10,110115,0,5916521622,,,,兴丰,,,0,,,,,,
414328,B0FFJDKO3X,,宅急送快递,,070500,,116.32550111817899,39.7701794623774,10,110115,0,5916522611,,,,清源,,,0,,,,,,
414333,B0FFK8C2G1,B0FFJM6DDT,邮政速递,,070500,,116.327856414588,39.764723484457896,10,110115,0,5916521622,,,,兴丰,,,0,,,,,,
414334,B0FFI03Z80,,北京天地汇通物流有限公司,,070500,,116.329847940602,39.7720139436281,10,110115,0,5916522622,,,,兴丰,,,0,,,,,,
414337,B0FFHGFPMW,,中铁行包快递有限责任公司,,070500,,116.336997036525,39.7687586284761,10,110115,0,5916522711,,,,西红门,,,0,,,,,3.0,
414348,B0FFG8E8SW,B0FFG4VKZQ,力诺物流,,070500,,116.327433527896,39.7715596213691,10,110115,0,5916522622,,,,清源,,,0,,,,,,
414364,B0FFI73RQ4,B0FFFCQAEN,丰巢快递箱,,070500,,116.331795451401,39.7642539771397,10,110115,0,5916521720,,,,清源,,,0,,,,,,
414375,B0FFHGFOJG,,北京金海通包装托运有限责任公司(南苑营业部),,070500,,116.336994042424,39.768765633441795,10,110115,0,5916522711,,,,西红门,,,0,,,,,3.0,
414916,B0FFGH9OJS,,首农配送中心,,070500,,116.32744954666,39.7791118774593,10,110115,0,5916523612,J50F003019_478550,,,西红门,,,0,,,,,,
414919,B0FFICU67P,,北京京联升物流有限公司,,070500,,116.335355860311,39.7759410458364,10,110115,0,5916523712,,,,西红门,,,0,,,,,,
414965,B0FFIHDFDO,,菜鸟驿站(郁花园二里底商二号誉诚便利超市),,070500,,116.328581653969,39.7735162295539,10,110115,0,5916522622,,,,兴丰,,,0,,,,,,
415579,B0FFFYTUA1,,圆通速递(宏业路),,070500,,116.32963800178699,39.7833582905608,10,110115,0,5916524602,J50F003019_263333,,,西红门,,,0,,,,,1.2,
415599,B0FFJRUX1D,,大兴烟草配送,,070500,,116.335631314518,39.7832748485664,10,110115,0,5916524701,,,,西红门,,,0,,,,,,
415611,B0FFJ420ZH,,速递易(自提柜),,070500,,116.325461505581,39.7838022648579,10,110115,0,5916524601,,,,西红门,,,0,,,,,,
415623,B0FFIYUPNX,B0FFI9PYZ7,丰巢快递柜,,070500,,116.337090761518,39.785207913497096,10,110115,0,5916524711,,,,西红门,,,0,,,,,,
415632,B0FFHNWKM8,,菜鸟驿站(派多格宠物店100162006),,070500,,116.330169783877,39.7833522709778,10,110115,0,5916524602,,,,西红门,,,0,,,,,,
415657,B0FFILKFJE,B000A9E7LX,格格快递,,070500,,116.32648832389401,39.7824864140617,10,110115,0,5916524601,,,,西红门,,,0,,,,,,
415678,B0FFIKDC56,,菜鸟驿站(瑞海家园五区兴鑫园超市),,070500,,116.329518385412,39.782483598852004,10,110115,0,5916524602,,,,西红门,,,0,,,,,,
416698,B0FFJRTH6R,,白天快递,,070500,,116.333860025021,39.7938412992099,10,110115,0,5916525710,,,,西红门,,,0,,,,,,
416729,B0FFKCPEB5,B0FFG4LU1R,如投快递,,070500,,116.32631424178301,39.7943177183501,10,110115,0,5916525611,,,,西红门,,,0,,,,,,
